tienda,pais,moneda,categoria,keyword_busqueda,producto,precio_raw,url_producto,fecha_extraccion
NomadaWare,Ecuador,USD,RAM,memoria ram,16GB RAM DDR4 CORSAIR VENGEANCE LPX 3200MHZ CL16,$180.00,https://nomadaware.com.ec/producto/16gb-ram-ddr4-corsair-vengeance-lpx-3200mhz-cl16/,2026-06-30 01:48:48
NomadaWare,Ecuador,USD,RAM,memoria ram,16GB RAM DDR5 XPG LANCER BLADE BLACK 6000MTS CL48,"$310.50 
El precio original era: $310.50.
$270.00
El precio actual es: $270.00.",https://nomadaware.com.ec/producto/16gb-ddr5-xpg-lancer-blade-6000mts-cl48/,2026-06-30 01:48:48
NomadaWare,Ecuador,USD,RAM,memoria ram,8GB SO-DIMM DDR4 KINGSTON 3200MHZ CL22,$100.00,https://nomadaware.com.ec/producto/8gb-ddr4-so-dimm-kingston-3200mhz-cl22/,2026-06-30 01:48:48
NomadaWare,Ecuador,USD,RAM,memoria ram,MSI CUBI 5 INTEL I3 1215U DDR4 +WIFI +BLUETOOTH,"$402.50 
El precio original era: $402.50.
$349.99
El precio actual es: $349.99.",https://nomadaware.com.ec/producto/msi-cubi-5-intel-i3-1215u-ddr4-wifi-bluetooth/,2026-06-30 01:48:54
NomadaWare,Ecuador,USD,RAM,memoria ram,MSI CUBI 5 INTEL I5 1235U DDR4 +WIFI +BLUETOOH,"$609.50 
El precio original era: $609.50.
$529.99
El precio actual es: $529.99.",https://nomadaware.com.ec/producto/msi-cubi-5-intel-i5-1235u-ddr4-wifi-bluetooh/,2026-06-30 01:48:54
NomadaWare,Ecuador,USD,RAM,memoria ram,MSI CUBI 5 INTEL I7 1255U DDR4 +WIFI +BLUETOOTH,"$770.50 
El precio original era: $770.50.
$669.99
El precio actual es: $669.99.",https://nomadaware.com.ec/producto/msi-cubi-5-intel-i7-1255u-ddr4-wifi-bluetooth/,2026-06-30 01:48:54
NomadaWare,Ecuador,USD,Monitor,monitor,MONITOR ULTRAWIDE CURVO SAMSUNG ODYSSEY OLED G9 G91SD,"$1552.50 
El precio original era: $1552.50.
$1349.99
El precio actual es: $1349.99.",https://nomadaware.com.ec/producto/monitor-ultrawide-curvo-samsung-odyssey-oled-g9-g91sd/,2026-06-30 01:49:21
NomadaWare,Ecuador,USD,Monitor,monitor,MONITOR ULTRAWIDE CURVO SAMSUNG VIEWFINITY S6 S65UC,"$747.50 
El precio original era: $747.50.
$649.99
El precio actual es: $649.99.",https://nomadaware.com.ec/producto/monitor-ultrawide-curvo-samsung-viewfinity-s6-s65uc/,2026-06-30 01:49:21
NomadaWare,Ecuador,USD,Monitor,monitor,MONITOR PORTATIL VIEWSONIC VA1653,"$138.00 
El precio original era: $138.00.
$119.99
El precio actual es: $119.99.",https://nomadaware.com.ec/producto/monitor-portatil-viewsonic-va1653/,2026-06-30 01:49:21
NomadaWare,Ecuador,USD,Monitor,monitor,MONITOR LG ULTRAGEAR 27G411A,"$230.00 
El precio original era: $230.00.
$199.99
El precio actual es: $199.99.",https://nomadaware.com.ec/producto/monitor-lg-ultragear-27g411a/,2026-06-30 01:49:21
